item_id,app_name,posted,sentiment_analysis,recommend
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,No data,1,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2014,0,False
4000,Garry's Mod,2014,1,True
4000,Garry's Mod,2014,1,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2014,1,True
4000,Garry's Mod,2014,1,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2013,0,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2012,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,1,True
4000,Garry's Mod,2015,1,False
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,No data,1,True
4000,Garry's Mod,2015,0,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2015,0,True
4000,Garry's Mod,2014,1,False
4000,Garry's Mod,2014,1,True
4000,Garry's Mod,2015,0,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2013,1,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2012,2,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2015,0,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2011,2,True
4000,Garry's Mod,2015,0,True
4000,Garry's Mod,No data,0,True
4000,Garry's Mod,No data,2,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2015,0,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,1,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2013,0,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,No data,0,True
4000,Garry's Mod,No data,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2015,1,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2015,1,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,1,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,No data,0,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,No data,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2013,1,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,No data,2,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,1,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,1,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2012,2,True
4000,Garry's Mod,2015,0,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2013,0,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2015,0,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2015,1,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,No data,1,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,2015,0,True
4000,Garry's Mod,No data,2,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2013,0,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2014,1,True
4000,Garry's Mod,No data,2,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2015,1,False
4000,Garry's Mod,2014,1,True
4000,Garry's Mod,No data,2,True
4000,Garry's Mod,No data,2,True
4000,Garry's Mod,No data,0,True
4000,Garry's Mod,2013,1,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2013,0,False
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,No data,1,True
4000,Garry's Mod,2014,2,False
4000,Garry's Mod,No data,2,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,No data,0,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,No data,1,True
4000,Garry's Mod,2013,0,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,2015,1,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,0,False
4000,Garry's Mod,2015,0,True
4000,Garry's Mod,2015,0,True
4000,Garry's Mod,2013,1,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2013,1,True
4000,Garry's Mod,No data,1,True
4000,Garry's Mod,2015,1,True
4000,Garry's Mod,2014,1,True
4000,Garry's Mod,No data,0,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,2014,1,True
4000,Garry's Mod,2015,0,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,2014,1,True
4000,Garry's Mod,2015,1,True
4000,Garry's Mod,2013,1,True
4000,Garry's Mod,2013,1,True
4000,Garry's Mod,2013,0,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2015,1,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,2013,0,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2015,0,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2013,1,True
4000,Garry's Mod,2012,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2015,1,True
4000,Garry's Mod,No data,1,False
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2013,0,True
4000,Garry's Mod,2012,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2013,1,True
4000,Garry's Mod,2015,1,True
4000,Garry's Mod,2014,1,True
4000,Garry's Mod,2015,1,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,2015,0,True
4000,Garry's Mod,2015,0,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,No data,1,True
4000,Garry's Mod,2013,1,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,No data,2,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,No data,2,True
4000,Garry's Mod,2014,1,False
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,1,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,1,True
4000,Garry's Mod,2015,1,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,1,True
4000,Garry's Mod,No data,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2013,0,True
4000,Garry's Mod,2015,1,True
4000,Garry's Mod,2015,1,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,No data,2,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2013,1,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2013,0,True
